id,subject,type,status,priority,owner_id,who_id,what_id,activity_date,is_closed,created_date
00TkMC4uvFSjgXHNdE,Follow-up - Follow-up,Qualification,In Progress,Normal,005XY8kCmJrc8XXcwE,00Qsp98l8S7VQ7YMLR,001IHEEOEQT2htCRvK,2022-05-07,false,2022-04-16
00TLBBwGKYpgEYwIPC,Follow-up - Intro,Email,Deferred,Low,005FyZAQiHdXrvrQlY,003LzOViZIqmP4LVqm,00652AbY62oDmyXGMe,2022-08-13,true,2022-07-23
00TQtLa9AOZXWcKy1n,Qualification - Follow-up,Email,Completed,High,005EhkAnpKcWuNovJ6,003i9v5MQ7Xk1Lw5Vw,001w3wAfmaOgUjPimj,2025-10-17,false,2025-10-11
00ToiYNG4vRBiTMox3,Call - Intro,Qualification,Completed,High,005tcchhnKXX6SYaxV,00Q71lxqzpwsp7HlUb,001Ix3kPVQHBd53Ocy,2023-08-15,true,2023-07-22
00TDnnV9F8pb32cfSc,Follow-up - Next Steps,Call,Deferred,Normal,005Mw9SUSpD6xFpkOi,00QQlezWWIORimKte5,001vHQt2o2Ls0VkMYr,2022-10-24,true,2022-09-29
00T1wucqBQnVxGmFWX,Discovery - Next Steps,Qualification,Not Started,Low,0055j5PkhKrYKIRTRf,00QM60DRtIZClMLJEK,00681BSh1If77sRTFI,2023-04-17,false,2023-04-07
00TRzmzB9MrXWblpjM,Call - Next Steps,Discovery,Deferred,Low,005sW3tnobKnIyN0Nz,00Q3luqp4J3PcVTmsL,001PkVZDrgZdWNbLHB,2023-09-05,false,2023-09-02
00TSmQKxtGN9VBxQSs,Discovery - Follow-up,Qualification,Deferred,Low,005gvRs74Xd8fUlA3x,0037JmUohjRCtoK7al,001Jcgn8GEdu5TV3bG,2023-12-06,false,2023-11-08
00TxQQKc9W1cjt3pjH,Email - Next Steps,Call,In Progress,Low,005PcnSwvycOiPT9zy,00Qau6Vm0Hz45fChnP,00122Q9xVvxrzHQOTN,2025-02-02,false,2025-01-31
00T4wpXGgonrLtg4aI,Email - Next Steps,Qualification,In Progress,Low,005Rc5gJ1bF86O0c4W,00Q85qc1HR261ujIKK,001j7LeUWN5kRL8vr7,2023-01-03,true,2022-12-16
00TvejSvsF2rd6Y7KC,Qualification - Renewal,Qualification,Deferred,High,005mYnZlHWW2dnL0rt,00QvY56moXHYA8F3n6,006VeWT1BxYgDVfuPp,2025-08-23,true,2025-08-21
00TXlkW00c0bHpPnCU,Follow-up - Intro,Email,Not Started,High,005FyZAQiHdXrvrQlY,003NkJUlqOv3IMpAkH,001N10RnmOZeoLj2op,2024-01-08,false,2023-12-28
00TJMwXrgMmZ1NFuS8,Discovery - Next Steps,Follow-up,In Progress,Normal,0053WZIwXgjGUPdHRc,003hNLxEv4IBEJBUj3,006WFkaICYRtmu7zjv,2023-12-16,false,2023-12-03
00TouYyjy9bKHLERlP,Follow-up - Next Steps,Email,Not Started,Low,005iRmiKUtSSkR82g5,00QHo7kgUbiMoRXGAS,001Kbd9Q4iTbRoOExD,2025-06-26,true,2025-06-21
00T7Y9a2gnB2UCdmjR,Qualification - Next Steps,Follow-up,In Progress,Normal,005ITUm8sMeUL9Z9US,003X1mRlnrW3bFMDTn,006UGWjAA70gmLSuPy,2022-10-10,true,2022-10-08
00TuRfthkUx4Zcijr8,Email - Next Steps,Follow-up,Deferred,Normal,005irLwe9xEBlEAQNC,003WwRVPyRmhuRlwgn,006fgI2uV0FMgS75sV,2024-12-09,true,2024-11-23
00TTTwYBZyv8OnpK3j,Email - Renewal,Discovery,Not Started,Low,00536VT96AN7M9vHvw,003TTqQrQ3GuG34EPn,,2024-12-08,false,2024-11-15
00T6JZnw6ywpJnRTBd,Discovery - Intro,Qualification,Not Started,Normal,005ygjBY3eCoYXQvBW,003w92E2UjkQ4ckU01,006BkObpRjjAUFarTW,2025-01-31,true,2025-01-04
00TPsQzI46UFhZDzGB,Follow-up - Next Steps,Follow-up,In Progress,High,005bBd6E3UkbkZtoaS,0034yZXLfrNKcOgn4I,001KyNWoStmSuAGLg6,2023-05-29,true,2023-05-11
00TJqRHgXuWup42SY3,Email - Intro,Email,In Progress,Low,005VxJy5mAR2JIiQzL,00Q8p11z1rkt6gA3dG,006x1uKjMt2vpwvdMB,2022-05-06,false,2022-04-26
00TGwz4weIJjUE0d9e,Call - Intro,Discovery,Deferred,High,005XY6JL792Cjz6tvp,00Q5LsvSn9Da0lt1Ki,001BebJEsQ4HaN3UDr,2024-08-29,true,2024-08-18
00Tt3AfZDhUFqXj8Z8,Discovery - Follow-up,Email,Not Started,Low,0054cPwdknqYVBf2UL,00Q4cpimjgdSLvOn2l,006OF9QLGWXpkIkAKr,2025-01-06,true,2024-12-18
00TJJl5tK4w6MTiKNR,Call - Follow-up,Discovery,In Progress,Normal,005aHiW9xNcTdQ2HFK,003IqgJokMmrksdinp,006LrKewKH5BKUyK0n,2024-07-11,true,2024-06-11
00TDucQfJrJtTBHkHL,Follow-up - Renewal,Qualification,Deferred,High,005SzPtEFRJYtyoJvY,003XLGSb4WkBvgfyDm,001kJHWJ0t37laQX8h,2025-07-19,false,2025-07-12
00TlyjosCLVZd8HMC1,Qualification - Next Steps,Qualification,Deferred,Normal,005kPk12Yr5iVYwvIy,003nN8I2lTd5eRUkpo,00634spVMNSDhkcAqx,2024-01-12,true,2023-12-14
00TmRG6ns5gKUrLKrN,Discovery - Next Steps,Qualification,In Progress,High,005SW3xD3pVRHzXb4Z,003CxlRZxH2B1spS70,006qqhiULQ4hSD5HDL,2024-05-30,false,2024-05-08
00TdEBqrZhfCyFN5kv,Follow-up - Next Steps,Email,Completed,Normal,005PuqoGxlvwVICWiV,003XCsEGxfR7lPKHsV,006WqF2dQPuycDaUze,2023-04-17,false,2023-03-30
00TouziUZ0g5r6uxYw,Email - Renewal,Qualification,Not Started,Normal,0053VzHd9EJw9O3rur,003M6qOwCj3iqLoHtT,0061OwPiMOCVH8xvDp,2025-07-02,true,2025-06-18
00Tc5x8Od8tR2Whe27,Qualification - Intro,Follow-up,In Progress,High,005iRmiKUtSSkR82g5,003R2PKpB6mpGsTIdV,006GWoO90l1v7PmJoj,2022-05-10,true,2022-05-04
00TwHBcbfFwDZz5bzZ,Follow-up - Follow-up,Follow-up,Completed,Normal,005dJm5gIU7nUKZnv1,003lwZ545XyBpqMdM9,001Sm6rDoifhR1WZHN,2024-06-18,true,2024-06-15
00Twy7NN0WCHQomHBg,Discovery - Renewal,Discovery,In Progress,Low,005sbu92PDPF7bHdnm,00QE2yIDfRMWZJqWQd,006TcEJGijDgnjHzDg,2025-11-24,true,2025-11-14
00TdxRaL2ORJXXz9CD,Call - Renewal,Discovery,Completed,Normal,005H18uJWTVdyNheWe,003iOOaWyFdINd8rH7,006iQP2GoJQH7brvdD,2023-12-30,true,2023-12-21
00TugDvwFpMXWyFZZC,Call - Follow-up,Qualification,Deferred,Low,005GmCcmrt3DPvCZcO,00Q9PDkdzGJicAjLaQ,001X9GMoE8m7izlRqo,2022-09-22,true,2022-08-27
00TR5Rm58wudgqIOk1,Qualification - Renewal,Discovery,In Progress,High,005nz6ixedb0ulRU2P,003jXYWT6UNmAoUKY9,001rFc6VeU9XGUFzFm,2022-07-18,false,2022-07-01
00Tan4ei6pbDUouYKe,Email - Next Steps,Discovery,Completed,Low,005FA8TcXwRGIFLbcj,00QAYA1ze6z26GtEr7,006N6ib1PGAcW5rwgM,2023-03-27,true,2023-03-14
00TpqM8O4qbLGHnDBC,Discovery - Next Steps,Discovery,Completed,Low,005DJJzk8TFPHjwamm,003qk66BNoT06sTuYv,,2023-03-28,true,2023-03-09
00ToTlS4bj2OV5d7nw,Follow-up - Intro,Discovery,In Progress,Low,005N1Jj8umhbHxSPTH,00333jA4SoAtNqbX9j,,2024-02-09,true,2024-02-06
00TmpuenpC34ns6nai,Call - Follow-up,Email,In Progress,Low,005EhkAnpKcWuNovJ6,00QyWM7FYHYzM0PPRA,001cwA7ZiahpbRav1T,2023-11-13,false,2023-10-23
00Tb2rChR8F5lV42s1,Call - Renewal,Email,Not Started,Low,005k1Pfjp8rVQw0f9u,00QwtvWIZknEV23zAJ,,2023-04-25,false,2023-04-23
00TQP3B6ygqMm2fLJo,Discovery - Intro,Email,Completed,High,005zWOoMnQrwuxqr1I,00QHPcLL1Zb5gQHvJx,001ugHLxl85siIZaUc,2023-07-07,true,2023-07-06
00TX5KnR0TrP5pdeXY,Qualification - Next Steps,Discovery,In Progress,Normal,005gvRs74Xd8fUlA3x,003VsUApGsnVzoUV6h,,2024-11-09,false,2024-10-15
00TdnlaqjnM4UDjJuc,Discovery - Renewal,Follow-up,In Progress,Normal,005FlqJ6WT9psqZImt,00QHwgmpQ1Trx7EqZz,,2023-10-02,false,2023-09-12
00ThJ2uflz0rT0s21u,Follow-up - Follow-up,Call,Deferred,Normal,005gXBXTL8NV8xfMOI,00QqlBV3RKzg1REY7x,006lRhmSnDToZCmkb7,2022-08-02,true,2022-07-27
00TiNS6xSyPP81EbbN,Follow-up - Intro,Qualification,Not Started,High,005CS61es1IwtecnA5,00Q5RdrN6qI4nPGraI,0010NY3Dt8uYAfetoH,2023-11-28,false,2023-10-31
00TbgfAcfvINmi4O7P,Call - Intro,Call,Deferred,Low,005eP2OT2tJzd6Dja9,00Qp4PbaqxxDrjLrf5,,2022-11-12,false,2022-11-04
00Tdc49NumVyRpo35v,Email - Next Steps,Qualification,Completed,High,005SHkriY5Z0W9xzJS,00Q2BCECfiUb7K9ovo,001zR3JbnRH4ExFcrI,2025-11-14,true,2025-10-21
00TgXA3L2WudoXjKQy,Email - Follow-up,Discovery,In Progress,Low,00574uwHCzqanx744B,003K46Ve9fh4aXHxrR,00607rpluPksiesEqF,2022-06-17,false,2022-05-18
00TkjwA6Ifd5JO5El7,Discovery - Renewal,Qualification,Not Started,Normal,0058XwJMmgZgCCCItV,00QHbbOv9FFmd7ZTbE,,2023-12-04,false,2023-11-30
00T8xShkiPbRgv38U2,Qualification - Follow-up,Call,In Progress,Normal,0054cPwdknqYVBf2UL,003ubQGzjyt8RSrDHN,,2022-12-29,false,2022-12-06
00TuFJk24xvCJJY4LR,Follow-up - Intro,Follow-up,In Progress,Low,005oNQqFKPLjEKAacs,003j4Ud4vhggoj71Dp,001UvT1QqSqxRv9RqW,2022-01-02,false,2021-12-04
00TDSrqrQD9E2BVVDZ,Call - Intro,Follow-up,Not Started,Normal,005kYbLfois6p7LjKf,003fqwu1iy3CJ4ybfC,006hLBlqC9ab7FUOca,2024-09-28,true,2024-09-06
00Tt8bfVsMemf6L8jM,Follow-up - Intro,Follow-up,Deferred,Low,005ponU3oUJcEecoTy,003oxIRaKDQrLzFayy,006RJcEoMUKFOjURCw,2024-08-10,true,2024-07-24
00T5U1Cs4ZO464K7tW,Follow-up - Intro,Email,Deferred,Normal,005VxJy5mAR2JIiQzL,003uIYamVo658TJu9c,001S4Hpr2TnJjtNVUi,2022-01-29,false,2022-01-25
00TmBucmzUke97WNJZ,Qualification - Next Steps,Call,Not Started,Low,005Rxy2aV7ygR0ASuT,003FPhdOkxSZ1ApZv9,006KzVDGX2BdFuL3Hm,2022-12-20,false,2022-11-25
00TD5kqxSgLSoyr6I3,Email - Next Steps,Email,In Progress,Low,0053OvJBQj7lluaSJM,003azPe4sqpM3b3LHT,001PqmCxCuCQWNl68t,2025-10-28,false,2025-10-21
00TQXCBZbRxnGKbJpl,Call - Follow-up,Qualification,In Progress,Low,005ZhFZ3TvVOVxKEgo,003bQcBNXgFhanSHE4,001lWdJOhuoGb9ry5E,2025-12-11,false,2025-12-09
00Twhn2FAgIJHgagXy,Call - Renewal,Follow-up,Not Started,Normal,005yopVEVGjrYSQu2q,00QruTFZL7pSmVz8vo,006OS2TMJBaadbrxIq,2022-04-01,false,2022-03-26
00TfWVhtv5R5O2wI5k,Call - Renewal,Qualification,Completed,High,005oNQqFKPLjEKAacs,00QtYlt5MZ21zxnHT8,006pUfmovgCJlZsTIB,2024-09-03,false,2024-08-08
00TSePxOMkAhnyZRsu,Call - Follow-up,Call,Not Started,Normal,005IAWyyPlUBLQDIva,003e9LhbVpLi7ROmBF,006AkqsIiIqrDHZuiC,2022-08-02,true,2022-07-03
00TKbEfNWZkiAhfLd7,Discovery - Intro,Email,Not Started,Normal,005Jf9CIg9lV3G32cG,00Q6UtZILsNHH1leHb,0011aj8SrBkOiAEruL,2023-04-26,true,2023-03-27
00THsolqW7RZ9uf0Z1,Email - Follow-up,Qualification,Deferred,High,005JwwpEL8xofdwkwl,003IGmNupLUdukfO6C,006VJGF09Ee2iRRYEr,2024-08-27,false,2024-08-16
00TX1WAsNFQfzzzAv0,Qualification - Renewal,Email,In Progress,Normal,005PcnSwvycOiPT9zy,00QYqBCNIKwkRgwiN2,006I5i2no6D8OBYiRF,2024-03-21,false,2024-03-02
00TSL2PjlAFCK4CUjt,Follow-up - Intro,Email,Deferred,High,005gXBXTL8NV8xfMOI,003Yw9ioQGQHvcgi7y,006xy64N7J0FC1G4Ef,2024-03-04,false,2024-02-18
00ThpxLOXhcVzzt3jw,Follow-up - Intro,Email,Completed,Low,005H18uJWTVdyNheWe,00QRYsviq89mVCM0Gu,0065gjkwyzB4URKtIS,2025-10-09,false,2025-09-21
00TnEDnuKjUofwuHJy,Qualification - Renewal,Follow-up,Deferred,Low,005NhmgMvZSpDy5y9P,00QpwhXJoifrg1Jdzw,001qYF2NRg1naR9QbE,2024-01-04,false,2023-12-09
00TvHJ3lQQb1RO7mTQ,Email - Intro,Email,In Progress,Normal,005SkyTvnPdXlfxxMu,00QWbKRGrSaxIanS0J,0069VNChX6dieGjdmG,2022-07-19,false,2022-06-27
00TDKvoQAAZcFdK8Hb,Follow-up - Intro,Discovery,In Progress,Normal,0052yGgxi1v4hCqV4x,00QnJUm1zdfujUIqFW,001TJbctPkBrQyHNpH,2025-09-01,false,2025-08-07
00TtWFgH8HQ5poWmHZ,Follow-up - Next Steps,Follow-up,In Progress,Normal,005uJa3pJEeyQVnsZp,00QgWSsj9hFXeacrEo,001vG7zCfNWzKN13Hn,2024-02-08,true,2024-01-10
00TpPEAxhibUQyGPHk,Follow-up - Next Steps,Call,Deferred,High,005zvrK8BJ2mrycCIE,003v3hs5KciGzQsMGU,006oAvwUMdYfOJXrNu,2025-01-23,true,2025-01-06
00TXuM4BzJNTziRg85,Email - Follow-up,Discovery,Completed,Normal,005dKuyWKIuifL64ip,00Q7hHt7SocwwuhVOv,006DkkpvRoZFKAtWWM,2023-02-07,true,2023-01-18
00TuN4hLYmz7x3oAEO,Discovery - Renewal,Follow-up,Not Started,High,0058XwJMmgZgCCCItV,00Q0XeI218uR9CqAgL,006rKwMzzj40VejSab,2025-07-07,false,2025-06-25
00TGihJU4Dw1FVjtdO,Call - Next Steps,Email,In Progress,High,005eGrxIA9j7Kap744,003Rx0RQehjQ265AUP,006kKHSSLoshjcuk4g,2022-06-20,true,2022-05-24
00T75qAEvD95RdJL91,Discovery - Follow-up,Email,Not Started,Low,005SW3xD3pVRHzXb4Z,003hpcPCKdknjlqqjd,0062wbfniR2D4xz3mU,2024-07-04,false,2024-06-21
00Tp1IwyTN9oyynXUf,Qualification - Follow-up,Call,In Progress,Normal,005ZmDANT8NxIwQSUH,003txdyD91BToVkCzD,001FTUdXzNOlVrEWpd,2023-01-10,false,2022-12-25
00TFr2R0LyYnFjaf4q,Discovery - Next Steps,Discovery,In Progress,High,005gvRs74Xd8fUlA3x,00Q1BZZe82oX16HLT9,006fMyicNKwncE4e4F,2023-09-28,true,2023-09-10
00T53MsWfzFtS0T0gV,Discovery - Renewal,Email,Completed,High,0053OvJBQj7lluaSJM,00QZiZYFksHJGQyrOc,006sDZ1L7mTLhPk864,2022-02-05,false,2022-01-22
00TD3ymjSArrtDSPQI,Discovery - Renewal,Email,In Progress,High,0059wV9ybGAGQOgvhj,00Q5eUfk22oDholvIu,001FuPJrj2xXAeKWGe,2024-12-15,false,2024-11-22
00Tm6lUur9mSQV1QYx,Discovery - Renewal,Follow-up,Completed,High,005sW3tnobKnIyN0Nz,003Ze8yb9b6gF5KMwd,,2022-07-01,true,2022-06-07
00TDc4gCCmEYhXQV14,Email - Next Steps,Call,In Progress,High,005pCTycClXuIF6SUv,00QkFeDbca3HSm9ETR,006vYRV1NZ1lxooASh,2024-11-05,true,2024-11-01
00ToKR7a5ETah3OOdK,Call - Follow-up,Call,Deferred,Low,005sj6ewizq0NwPrwm,00QqJFYBXTEUU44PpT,,2025-05-10,true,2025-04-23
00T2FoDNGMHlKMZXYH,Qualification - Follow-up,Call,In Progress,Low,005GrOeBn48jU6nOpE,00QwUVbACBGi2eo4ht,001jdNXN7BQLLqiJup,2022-08-03,true,2022-07-29
00TjaHfaRPhdWdujP1,Qualification - Next Steps,Discovery,Not Started,Normal,005q3idaDMhXnwfocw,003mItclHWPDvpBrdc,006H436MT97etIPjIt,2025-10-07,false,2025-10-06
00TBdWUrUjYAHuYIYF,Email - Intro,Discovery,Deferred,Normal,00536VT96AN7M9vHvw,003zBEhG6cFTiJJOzx,001YYPhhq54wK5gKLc,2022-09-19,false,2022-08-20
00TH0c0M2o0wvPE8y4,Qualification - Renewal,Call,Not Started,Normal,005zWOoMnQrwuxqr1I,003anbZYKNn0mAUFab,001nYbIin42Bambg2O,2023-03-27,false,2023-03-22
00TktBsObnWKixAEfL,Call - Follow-up,Email,Deferred,Normal,0053WZIwXgjGUPdHRc,00Q4Fvtc4eozrj3opj,001uErY0gUF4ybMWff,2023-06-06,true,2023-05-22
00T30pIkmXq0cVkZhW,Email - Renewal,Discovery,In Progress,Low,005mtNZ6PjUxSYdipW,00Q24syW3jrveMqUpW,006cpMrVUzLXUsxljC,2025-12-28,false,2025-12-24
00TC62RaS7Qn8n1YFd,Qualification - Renewal,Qualification,In Progress,Low,005irLwe9xEBlEAQNC,003Svie7J6htbMNygJ,006PmHriV1gfv1AyWx,2023-10-13,true,2023-10-12
00T2ut8651UM5uC0Wo,Discovery - Follow-up,Call,Not Started,Low,005farfat1cfKFkByw,00Q5fFXlzWhcXutDFK,006qb0GTnFHD2ltsVN,2026-01-10,false,2025-12-28
00TfOhWBgAAChxoGsz,Discovery - Follow-up,Call,Not Started,Low,005Rc5gJ1bF86O0c4W,003SlLD2JBw8yKQH0h,006F3gFLh9PowGG0a6,2022-09-10,true,2022-08-22
00TW2eh3GxFovKK4UZ,Discovery - Renewal,Follow-up,Deferred,Low,005g4fdGzuew1U6NXU,00QHfAt4Ind9hIEMI1,001ZGXVysZTLKLwg0z,2023-03-07,false,2023-02-27
00TAtxtRd1X3lmzyTx,Qualification - Renewal,Email,Completed,Low,005EF1FFbGvvXzIjDl,00QXI9MGWZunkaYcc1,001sZhNuStkj7fIUqM,2023-04-26,false,2023-04-03
00TsE0oHFPcPfqc7g7,Follow-up - Intro,Call,Completed,Low,005RMzHVKudpQtLAvV,0036bS08Plx03u20It,0066fq7o9yfuj2Vb6a,2025-10-01,false,2025-09-28
00TnCM5bsPM5YHpCD1,Email - Renewal,Call,Completed,Normal,005HAD1xOIM0ZXro8p,00QcfGyUqJ0QKRFgsl,006fHaAiqa6n68W9Bx,2023-10-15,true,2023-10-04
00TJxRMLR07ujivlkg,Email - Intro,Follow-up,In Progress,Low,005RNwgHWbHSrrlfhq,003O53koV8aJ6BMyb3,001cNJ5i0VvZU4joDo,2023-02-23,true,2023-02-05
00TOXoVRUK4r1zYOq5,Qualification - Renewal,Discovery,In Progress,Low,005dJm5gIU7nUKZnv1,003sw2UC611LPj352t,,2023-10-11,true,2023-10-09
00TtvOxUWVXZ6eRUex,Follow-up - Intro,Call,Deferred,High,005kGz3iLXUMdHQq3f,003YBuwTIBvJg3Da7J,0067smmAIoJJm87obM,2024-07-11,true,2024-06-21
00Tk9nhtyvrIwDXthC,Discovery - Renewal,Follow-up,Completed,Low,005y5u3soBmeQ9pyxl,003Ix4F7MSy8WcghLc,006GdNvM40zU2Axusj,2025-05-30,true,2025-05-10
00TB98cZYyVcyViLdA,Follow-up - Next Steps,Discovery,In Progress,Low,005r9q3iIp3WHLiZhI,003uvSVoPgEUQqDvMT,0067Gvt6YxCIbmj2Il,2022-10-24,true,2022-10-09
00T96JAGaZvyXPPgje,Qualification - Intro,Email,In Progress,Low,005udoqsW2EyiZN9b0,00QvIa9vbELfrXa4oE,006n75v48WO2mhsQIi,2023-01-17,true,2023-01-14
00TEAsVzKBPi8vH4BH,Discovery - Follow-up,Follow-up,Not Started,High,005mtNZ6PjUxSYdipW,00Q4YALR69tqwuTMYC,006dvy8cdi5Hlvtwwd,2023-07-30,false,2023-07-10
00Tjk3pASv52atisPZ,Call - Intro,Email,Deferred,Normal,005irLwe9xEBlEAQNC,003hSGBXLw4LHMKJ5v,001EAZi3pkuHHCrV9k,2025-04-27,true,2025-04-10
00TSb7F3Gve480pXoL,Discovery - Follow-up,Discovery,Completed,High,005mzHykyCWibqXEgp,003qwtivcb9PIPiGw0,001HTcDZSPsS3DEKDP,2022-12-26,false,2022-12-03
00TNXaBGhMBdr9gPjK,Qualification - Intro,Discovery,In Progress,Low,005JwwpEL8xofdwkwl,00Q6TXs7vLTL53c3qu,001hJSv1jsFSkSSGEH,2024-06-30,true,2024-06-05
00T6VoPjY9AMhMTLtw,Qualification - Intro,Follow-up,Completed,High,005bo0fFeWaVUqG2KV,00QDtuSHgkTbIUGoj2,,2026-01-29,false,2026-01-06
00THHkO0DhrdBs3Us7,Call - Follow-up,Follow-up,Deferred,Low,005U2hcHrNtlfF5gcz,0033Gma9ESNea1pBOO,001XsqJojTUQpdBto1,2026-01-23,false,2026-01-12
00TvyubBtza91WOods,Discovery - Renewal,Email,Deferred,Normal,005GmCcmrt3DPvCZcO,003qubRS9hw4sTcXVn,001i6tcfJex4V6oMja,2025-09-20,true,2025-08-31
00Tivdx1Yn4RuVLIuC,Discovery - Next Steps,Discovery,Deferred,High,005RMzHVKudpQtLAvV,00QpuShHi83BJznPFq,001zWeWnx8lWt1UmZ4,2022-03-10,false,2022-02-16
00T4nWg8iMZ7ln0dNe,Follow-up - Renewal,Follow-up,Completed,High,005sbu92PDPF7bHdnm,00Qmi5TiCSTcFPO58h,0013iQCdPy2SOFkB67,2022-10-01,true,2022-09-08
00TyxV1kDugZ3Nf2Z8,Qualification - Next Steps,Email,Deferred,Low,005sW3tnobKnIyN0Nz,00QkNqaAcH3fjHmkXV,006RryaWvY9OA3WVNx,2025-01-13,false,2025-01-07
00TeEUFWYZ0Bw1Ii1Q,Qualification - Follow-up,Follow-up,Completed,Normal,005GmCcmrt3DPvCZcO,00QEOctMjmkZK7ALLw,001trAGZoeQ7wHLI05,2024-01-08,true,2023-12-23
00ToEm4O7FTEZf3Tqc,Discovery - Renewal,Email,Completed,Low,005zQVR4ms4RjAh8MF,003eKCxo4geusx5P9u,006pZeTwXojjWjXcpL,2023-03-30,false,2023-03-06
00Taw7EsPtfSL0MVP1,Call - Next Steps,Follow-up,In Progress,Normal,005r8kcdxSxYgha9K0,003FxZXRWU3kgSWK1B,001ygVF6kQCX7ZiSwr,2024-05-06,false,2024-04-26
00TW0Mlv6ngwDkWuac,Discovery - Next Steps,Call,Deferred,High,005YgcwjR0nrnHIGZX,00QijxudiV9cOpE2s2,001Cc9OeMDhrdF7RwM,2023-12-23,false,2023-11-27
00Ty3U6TE8cEJ4AKcF,Discovery - Renewal,Email,Completed,Normal,005GBFWjFmmyU3YASa,003DnZE461UCkftuFA,00173E49Cir0QUZM7p,2022-06-08,true,2022-05-16
00TZzfk3PkCctAiehM,Qualification - Next Steps,Call,Not Started,High,005TpaHIC8CTfHGP4i,00Qsm9J96e5mnWl62C,006U8fqzdoKw4WqvdN,2024-08-10,true,2024-08-04
00TrMHDlKyTHa38wrB,Follow-up - Next Steps,Email,In Progress,Low,005KXIvx3Ru4Hx5BVz,00QA89VQMjybuO9WbL,0061xO9fktUfNc6aPr,2025-06-29,false,2025-06-04
00Tn9vCNIsvpTcP7F2,Discovery - Next Steps,Call,Not Started,Normal,005Fg6NzJiUZlow1pr,003dU75JBDs2lkwVuk,0017Xy9FsDXAmcFdR7,2022-02-23,false,2022-02-10
00TVD8L9hbVlZlsnej,Follow-up - Renewal,Follow-up,In Progress,Low,00512E80qDwAaI1oOE,003h7qVSpcdFc4HHuq,001FV4oKg3XSjwlWnh,2022-10-22,true,2022-10-01
00TXHVkCGM0SDLqOzq,Qualification - Intro,Discovery,Completed,Normal,005scUETCztHB2VpGr,003k0ONxu0VNZQmAKZ,00632BF5XMbq5Vdc4X,2022-09-17,true,2022-08-20
00TJpjYvAf36jpBego,Discovery - Intro,Follow-up,In Progress,Normal,005IAWyyPlUBLQDIva,00Qo8m8IYFcAQ2wTxl,001uXVWRk39sy8yUfM,2025-03-30,true,2025-03-24
00TgzwBZXnoibG56ED,Qualification - Intro,Email,Not Started,Normal,005eDoAsKFf2bpyVk2,003cUiDKK71PU24bHi,,2025-12-28,true,2025-12-07
00TpKSghEHVeoPWxL4,Follow-up - Intro,Discovery,Deferred,High,005mzHykyCWibqXEgp,0031QAtIQMVqipTsC1,001pXpaZ6LzSt1IFZK,2022-01-21,false,2021-12-24
00T51Hg70SxGSnoNZV,Call - Follow-up,Follow-up,Completed,High,005bo0fFeWaVUqG2KV,003Zs0dxW62Q2ptxmB,006z7STwCDBou1goX5,2022-07-04,false,2022-06-06
00TsUnuWBKR3JHFdMM,Discovery - Follow-up,Call,In Progress,High,005WgETdcCDX1SEp32,003uKAuurSCh3B3SCK,00671gU8rB5rVkw4Uo,2023-01-31,true,2023-01-05
00TBNj7rndb6bboVjW,Email - Follow-up,Follow-up,In Progress,Normal,005lwhmSG1MSOXLTAt,003XXKQlF7umMMcQfd,00608wLW3VUzsbqbfP,2026-01-07,true,2025-12-26
00TwExwInK8l1Kn27t,Qualification - Renewal,Email,Not Started,Normal,005gvRs74Xd8fUlA3x,003qtuUUzMwn217qAp,006QdhEfNzylO8to9D,2024-07-26,false,2024-06-27
00TCiq4JaT2Zs0U8s1,Discovery - Follow-up,Discovery,Not Started,High,005SHkriY5Z0W9xzJS,0037XYZJLl53JJlXFj,,2024-02-09,false,2024-01-20
00TtZB1J8dB7vsK3GG,Email - Follow-up,Discovery,Not Started,Low,005HMBcUaJasNagxn6,003iEGOahzikmP9tbN,006sbkGnaGBOUdERdd,2023-06-10,false,2023-05-19
00Tu3IRFxVv5wUKQxs,Discovery - Follow-up,Email,In Progress,Low,005TqlXejhWbvjVWsd,003m7vsaWMczNqVtBm,001qKe6OODgqkAPTUx,2023-03-09,true,2023-02-12
00T0LGvGvld7WUaDZi,Discovery - Follow-up,Call,Completed,Normal,005qf3JcieWVjwiYd7,00QJV7ZygIM9LUEfU2,001TBFy54eHyXbfjc0,2025-07-06,false,2025-06-06
00TJgCCGk0r6UUJ24V,Call - Next Steps,Qualification,Not Started,High,005DtIhNjUqehYU9Ld,003lsxiE9khPOHxfrs,006UnGy4FRRF6yzbZa,2024-02-06,true,2024-01-16
00Tyfqioi9UkvGxQkF,Follow-up - Follow-up,Email,Not Started,Low,005eP2OT2tJzd6Dja9,003a0Dp2JCcc4bM5HM,001HBIdb6yRfE6wx3T,2023-04-03,true,2023-03-20
00TNQn40hLU4J9Bk38,Email - Next Steps,Qualification,Deferred,Normal,005o6FGxPqqWKpnCkp,003sceUUAosvqfCivH,001Gsv2FjskWUd11lI,2024-03-01,true,2024-02-12
00T9gqO2IAa3torTbN,Call - Intro,Email,Completed,Low,005qhOaTRDj8l4v6Lo,003zRS9xDczzMciArx,006tVZ6DMuzKP54iiI,2023-03-24,true,2023-02-26
00TGEXOznicva6i91Y,Discovery - Intro,Qualification,In Progress,Normal,005OHuMUHvi8wsLMNv,003ywo5obOouKju4vL,001CTlJKLZpcy3Ffc3,2022-03-08,false,2022-03-06
